village,gram_panchayat,tehsil,district,member_list,cfr_boundary_description,cfr_map_attached,khasra_numbers,bordering_villages,frc_formed,gramsabha_meeting_frequency,major_nftps_collected,seasonal_income_forest_percent,forest_condition,fire_incidents_5yrs,water_availability_in_forest,water_supply_coverage,electricity_supply_coverage,road_access_condition
Jhabua Kheda,GP Pushparajgarh,Jobat,Sheopur,Yes,Boundary segment 6060,No,Khasra 232,Alirajpur Falia,No,Rare,Honey,63.12,Moderate,No,High,None,Partial,Moderate
Bhilapur,GP Pushparajgarh,Ghughri,Umaria,Yes,Boundary segment 6061,Yes,Khasra 121,Barwani Tola,Yes,Rare,Lac,70.98,Moderate,Yes,High,Full,Partial,Poor
Jhabua Kheda,GP Ghughri,Jobat,Mandla,Yes,Boundary segment 6062,Yes,Khasra 142,Korku Pada,No,Quarterly,Bamboo,30.85,Good,Yes,Medium,Full,None,Moderate
Korku Pada,GP Jobat,Jobat,Mandla,No,Boundary segment 6063,No,Khasra 109,Dindori Gaon,No,Monthly,Bamboo,76.92,Moderate,No,Medium,Partial,Partial,Poor
Bhilapur,GP Pati,Niwas,Umaria,Yes,Boundary segment 6064,No,Khasra 189,Alirajpur Falia,No,Monthly,Mahua,55.31,Degraded,No,Medium,Full,Partial,Moderate
Bhilapur,GP Pati,Sendhwa,Barwani,Yes,Boundary segment 6065,No,Khasra 265,Bhilapur,No,Monthly,Bamboo,19.95,Moderate,No,Low,Partial,None,Good
Bhilapur,GP Pati,Pali,Anuppur,No,Boundary segment 6066,Yes,Khasra 275,Sheopur Pada,No,Rare,Honey,39.85,Moderate,No,Medium,Partial,Partial,Moderate
Barwani Tola,GP Niwas,Pali,Alirajpur,No,Boundary segment 6067,No,Khasra 194,Mandla Pur,Yes,Rare,Multiple,6.01,Good,Yes,Low,None,Full,Good
Gondwadi,GP Niwas,Pali,Umaria,Yes,Boundary segment 6068,Yes,Khasra 56,Gondwadi,No,Monthly,Tendu Leaves,11.63,Degraded,Yes,Medium,Partial,None,Good
Dindori Gaon,GP Niwas,Pali,Anuppur,Yes,Boundary segment 6069,Yes,Khasra 40,Bhilapur,Yes,Monthly,Mahua,20.42,Degraded,No,Low,None,Full,Poor
Alirajpur Falia,GP Pushparajgarh,Niwas,Mandla,Yes,Boundary segment 6070,No,Khasra 253,Barwani Tola,Yes,Quarterly,Bamboo,71.99,Good,No,Low,Partial,Partial,Moderate
Korku Pada,GP Ghughri,Pali,Umaria,Yes,Boundary segment 6071,Yes,Khasra 63,Bhilapur,No,Quarterly,Lac,22.56,Good,Yes,Medium,None,Full,Moderate
Barwani Tola,GP Pushparajgarh,Sendhwa,Anuppur,No,Boundary segment 6072,No,Khasra 196,Korku Pada,Yes,Rare,Tendu Leaves,17.32,Degraded,No,Medium,None,None,Moderate
Baiga Chak,GP Bajag,Ghughri,Jhabua,No,Boundary segment 6073,No,Khasra 59,Korku Pada,No,Monthly,Lac,32.2,Degraded,Yes,Low,Partial,None,Good
Bhilapur,GP Pushparajgarh,Jobat,Mandla,Yes,Boundary segment 6074,No,Khasra 350,Alirajpur Falia,Yes,Monthly,Bamboo,75.65,Good,No,Medium,Partial,Partial,Moderate
Gondwadi,GP Jobat,Jobat,Jhabua,Yes,Boundary segment 6075,No,Khasra 121,Baiga Chak,Yes,Rare,Tendu Leaves,6.12,Moderate,Yes,Medium,Full,Full,Moderate
Baiga Chak,GP Jobat,Pati,Jhabua,Yes,Boundary segment 6076,No,Khasra 454,Barwani Tola,No,Monthly,Honey,66.83,Good,No,Medium,None,Full,Good
Korku Pada,GP Bajag,Niwas,Mandla,Yes,Boundary segment 6077,Yes,Khasra 365,Korku Pada,No,Rare,Lac,69.55,Degraded,No,Medium,Full,None,Good
Dindori Gaon,GP Ghughri,Niwas,Umaria,Yes,Boundary segment 6078,No,Khasra 269,Gondwadi,Yes,Quarterly,Multiple,52.6,Moderate,No,Low,None,None,Moderate
Dindori Gaon,GP Pushparajgarh,Niwas,Jhabua,No,Boundary segment 6079,No,Khasra 228,Sheopur Pada,No,Monthly,Honey,5.24,Degraded,Yes,Medium,Partial,Partial,Good
Sheopur Pada,GP Jobat,Sendhwa,Dindori,Yes,Boundary segment 6080,No,Khasra 284,Mandla Pur,No,Rare,Bamboo,72.93,Good,Yes,High,Full,Partial,Poor
Barwani Tola,GP Jobat,Sendhwa,Barwani,Yes,Boundary segment 6081,Yes,Khasra 54,Bhilapur,No,Quarterly,Lac,38.14,Degraded,No,High,Full,Full,Moderate
Jhabua Kheda,GP Pati,Niwas,Mandla,No,Boundary segment 6082,Yes,Khasra 239,Gondwadi,No,Rare,Honey,74.91,Moderate,No,Medium,Partial,Partial,Poor
Sheopur Pada,GP Jobat,Pali,Alirajpur,No,Boundary segment 6083,Yes,Khasra 6,Baiga Chak,Yes,Quarterly,Lac,69.89,Good,No,Low,Partial,Full,Good
Alirajpur Falia,GP Pati,Sendhwa,Sheopur,Yes,Boundary segment 6084,Yes,Khasra 366,Gondwadi,No,Quarterly,Tendu Leaves,28.82,Moderate,No,High,Full,Full,Good
Barwani Tola,GP Pati,Jobat,Anuppur,Yes,Boundary segment 6085,Yes,Khasra 405,Bhilapur,No,Monthly,Lac,72.29,Good,Yes,High,Partial,Partial,Poor
Baiga Chak,GP Bajag,Sendhwa,Mandla,No,Boundary segment 6086,No,Khasra 363,Jhabua Kheda,Yes,Rare,Multiple,15.79,Degraded,Yes,Low,Full,None,Poor
Sheopur Pada,GP Pati,Niwas,Anuppur,Yes,Boundary segment 6087,Yes,Khasra 434,Alirajpur Falia,Yes,Quarterly,Mahua,47.18,Moderate,No,Medium,None,None,Good
Mandla Pur,GP Pushparajgarh,Pati,Barwani,No,Boundary segment 6088,No,Khasra 302,Sheopur Pada,No,Rare,Honey,48.56,Moderate,Yes,Medium,Partial,Partial,Good
Baiga Chak,GP Pati,Ghughri,Dindori,No,Boundary segment 6089,Yes,Khasra 256,Mandla Pur,No,Rare,Mahua,32.44,Degraded,Yes,High,None,Partial,Moderate
Baiga Chak,GP Pushparajgarh,Ghughri,Sheopur,No,Boundary segment 6090,Yes,Khasra 297,Bhilapur,Yes,Quarterly,Mahua,55.66,Moderate,No,Low,Partial,Full,Good
Bhilapur,GP Ghughri,Ghughri,Dindori,Yes,Boundary segment 6091,Yes,Khasra 13,Sheopur Pada,No,Rare,Bamboo,56.77,Moderate,No,Medium,Full,None,Good
Korku Pada,GP Jobat,Bajag,Jhabua,Yes,Boundary segment 6092,Yes,Khasra 30,Gondwadi,No,Rare,Bamboo,0.88,Degraded,No,Medium,Partial,Full,Moderate
Barwani Tola,GP Pati,Jobat,Alirajpur,Yes,Boundary segment 6093,No,Khasra 419,Baiga Chak,Yes,Quarterly,Honey,3.67,Moderate,Yes,Low,Partial,Partial,Good
Bhilapur,GP Ghughri,Pali,Anuppur,Yes,Boundary segment 6094,No,Khasra 495,Baiga Chak,No,Quarterly,Multiple,26.48,Degraded,No,Low,Full,Full,Good
Jhabua Kheda,GP Niwas,Jobat,Sheopur,No,Boundary segment 6095,No,Khasra 461,Jhabua Kheda,Yes,Quarterly,Lac,23.99,Good,No,High,Partial,Partial,Poor
Bhilapur,GP Pushparajgarh,Jobat,Dindori,No,Boundary segment 6096,Yes,Khasra 27,Dindori Gaon,No,Monthly,Tendu Leaves,71.05,Degraded,Yes,Low,None,Partial,Good
Bhilapur,GP Ghughri,Ghughri,Jhabua,Yes,Boundary segment 6097,No,Khasra 304,Sheopur Pada,Yes,Quarterly,Honey,62.67,Moderate,No,Low,Full,Full,Poor
Jhabua Kheda,GP Pati,Pati,Mandla,Yes,Boundary segment 6098,Yes,Khasra 68,Dindori Gaon,Yes,Rare,Mahua,48.77,Moderate,No,Low,Full,Full,Good
Alirajpur Falia,GP Jobat,Sendhwa,Barwani,Yes,Boundary segment 6099,No,Khasra 157,Sheopur Pada,No,Monthly,Tendu Leaves,23.89,Moderate,Yes,High,None,Full,Good
Baiga Chak,GP Ghughri,Pati,Jhabua,Yes,Boundary segment 6100,No,Khasra 372,Bhilapur,Yes,Quarterly,Mahua,73.8,Degraded,Yes,Low,Partial,None,Poor
Baiga Chak,GP Jobat,Pali,Anuppur,No,Boundary segment 6101,Yes,Khasra 459,Alirajpur Falia,No,Rare,Honey,31.63,Good,Yes,Low,None,None,Poor
Baiga Chak,GP Pushparajgarh,Bajag,Barwani,No,Boundary segment 6102,Yes,Khasra 234,Bhilapur,No,Rare,Mahua,5.55,Good,Yes,Low,Full,Full,Good
Mandla Pur,GP Niwas,Sendhwa,Anuppur,No,Boundary segment 6103,Yes,Khasra 207,Baiga Chak,Yes,Monthly,Honey,76.86,Good,No,Low,Partial,Full,Moderate
Dindori Gaon,GP Niwas,Pali,Alirajpur,Yes,Boundary segment 6104,No,Khasra 310,Dindori Gaon,Yes,Rare,Mahua,59.67,Good,Yes,High,Partial,None,Good
Gondwadi,GP Pati,Jobat,Alirajpur,No,Boundary segment 6105,No,Khasra 453,Jhabua Kheda,No,Quarterly,Bamboo,54.31,Degraded,No,High,Full,Partial,Poor
Dindori Gaon,GP Pati,Bajag,Umaria,Yes,Boundary segment 6106,Yes,Khasra 232,Gondwadi,No,Quarterly,Honey,36.58,Good,Yes,High,Full,None,Good
Dindori Gaon,GP Jobat,Ghughri,Jhabua,No,Boundary segment 6107,Yes,Khasra 305,Korku Pada,Yes,Monthly,Tendu Leaves,63.87,Moderate,No,High,None,None,Moderate
Baiga Chak,GP Jobat,Jobat,Umaria,Yes,Boundary segment 6108,Yes,Khasra 229,Barwani Tola,No,Rare,Multiple,25.55,Degraded,Yes,Medium,Partial,Partial,Moderate
Bhilapur,GP Bajag,Niwas,Anuppur,No,Boundary segment 6109,No,Khasra 436,Mandla Pur,No,Quarterly,Mahua,52.38,Degraded,No,Medium,Partial,Partial,Good
Alirajpur Falia,GP Pushparajgarh,Jobat,Mandla,Yes,Boundary segment 6110,Yes,Khasra 189,Dindori Gaon,Yes,Rare,Bamboo,27.9,Moderate,No,Medium,Partial,Full,Good
Gondwadi,GP Bajag,Jobat,Alirajpur,Yes,Boundary segment 6111,Yes,Khasra 470,Mandla Pur,No,Monthly,Multiple,62.08,Degraded,No,High,Partial,Partial,Moderate
Baiga Chak,GP Pati,Bajag,Alirajpur,No,Boundary segment 6112,Yes,Khasra 324,Korku Pada,Yes,Quarterly,Bamboo,72.21,Degraded,No,Low,None,None,Moderate
Barwani Tola,GP Pushparajgarh,Bajag,Alirajpur,Yes,Boundary segment 6113,No,Khasra 154,Alirajpur Falia,No,Quarterly,Tendu Leaves,40.91,Degraded,No,Low,None,None,Poor
Alirajpur Falia,GP Bajag,Pati,Alirajpur,No,Boundary segment 6114,Yes,Khasra 22,Alirajpur Falia,No,Monthly,Lac,46.51,Moderate,Yes,Medium,Partial,Full,Good
Mandla Pur,GP Jobat,Pali,Mandla,No,Boundary segment 6115,No,Khasra 99,Bhilapur,Yes,Rare,Bamboo,55,Good,Yes,Medium,Partial,None,Moderate
Barwani Tola,GP Pushparajgarh,Bajag,Umaria,No,Boundary segment 6116,No,Khasra 15,Dindori Gaon,No,Quarterly,Mahua,39.28,Moderate,Yes,Low,Partial,Full,Good
Gondwadi,GP Jobat,Niwas,Alirajpur,No,Boundary segment 6117,Yes,Khasra 196,Korku Pada,Yes,Monthly,Tendu Leaves,57.52,Moderate,Yes,High,Partial,Partial,Poor
Sheopur Pada,GP Pati,Pati,Mandla,Yes,Boundary segment 6118,No,Khasra 50,Barwani Tola,Yes,Monthly,Honey,34.83,Moderate,Yes,High,None,Full,Poor
Sheopur Pada,GP Ghughri,Pati,Mandla,Yes,Boundary segment 6119,No,Khasra 444,Mandla Pur,No,Monthly,Mahua,49.6,Degraded,No,Low,Full,Full,Good
Baiga Chak,GP Niwas,Sendhwa,Dindori,No,Boundary segment 6120,Yes,Khasra 438,Sheopur Pada,No,Rare,Bamboo,38.27,Degraded,No,High,Partial,Full,Moderate
Korku Pada,GP Niwas,Pali,Sheopur,Yes,Boundary segment 6121,Yes,Khasra 141,Barwani Tola,Yes,Rare,Honey,61,Moderate,Yes,High,Partial,Partial,Moderate
Dindori Gaon,GP Pushparajgarh,Bajag,Umaria,Yes,Boundary segment 6122,No,Khasra 131,Bhilapur,No,Quarterly,Tendu Leaves,75.87,Good,No,Medium,None,Partial,Good
Alirajpur Falia,GP Jobat,Jobat,Alirajpur,No,Boundary segment 6123,Yes,Khasra 488,Barwani Tola,Yes,Rare,Tendu Leaves,59.92,Moderate,Yes,Low,Full,Partial,Good
Korku Pada,GP Pati,Pati,Alirajpur,No,Boundary segment 6124,No,Khasra 194,Dindori Gaon,No,Monthly,Tendu Leaves,2.28,Good,No,High,Partial,Partial,Poor
Dindori Gaon,GP Pushparajgarh,Ghughri,Anuppur,No,Boundary segment 6125,Yes,Khasra 164,Mandla Pur,No,Monthly,Multiple,33.45,Moderate,No,Low,Partial,Partial,Moderate
Alirajpur Falia,GP Bajag,Ghughri,Sheopur,No,Boundary segment 6126,Yes,Khasra 236,Korku Pada,Yes,Monthly,Honey,73.11,Degraded,No,High,None,Partial,Good
Korku Pada,GP Niwas,Ghughri,Anuppur,No,Boundary segment 6127,No,Khasra 366,Bhilapur,Yes,Rare,Multiple,69.47,Degraded,No,High,Partial,None,Poor
Alirajpur Falia,GP Pati,Sendhwa,Alirajpur,No,Boundary segment 6128,No,Khasra 106,Baiga Chak,Yes,Rare,Lac,18.88,Degraded,Yes,Medium,Partial,None,Poor
Dindori Gaon,GP Niwas,Pati,Sheopur,No,Boundary segment 6129,No,Khasra 449,Korku Pada,Yes,Rare,Multiple,43.83,Good,No,Low,Full,Full,Moderate
Barwani Tola,GP Pushparajgarh,Jobat,Dindori,No,Boundary segment 6130,Yes,Khasra 388,Barwani Tola,No,Rare,Multiple,43.22,Degraded,Yes,Medium,Partial,None,Good
Gondwadi,GP Niwas,Bajag,Mandla,Yes,Boundary segment 6131,Yes,Khasra 258,Korku Pada,No,Rare,Tendu Leaves,64.75,Moderate,No,Low,None,Partial,Moderate
Bhilapur,GP Ghughri,Sendhwa,Anuppur,No,Boundary segment 6132,Yes,Khasra 93,Jhabua Kheda,No,Rare,Multiple,33.14,Good,No,Low,Full,Partial,Good
Dindori Gaon,GP Jobat,Pali,Dindori,No,Boundary segment 6133,Yes,Khasra 88,Alirajpur Falia,Yes,Rare,Mahua,9.28,Moderate,No,Medium,Full,Full,Moderate
Sheopur Pada,GP Bajag,Sendhwa,Alirajpur,No,Boundary segment 6134,No,Khasra 44,Baiga Chak,No,Monthly,Tendu Leaves,49.88,Degraded,Yes,High,Partial,Full,Moderate
Korku Pada,GP Bajag,Jobat,Dindori,Yes,Boundary segment 6135,No,Khasra 61,Korku Pada,Yes,Quarterly,Multiple,59.26,Good,Yes,Medium,None,Full,Good
Sheopur Pada,GP Jobat,Niwas,Barwani,No,Boundary segment 6136,No,Khasra 107,Baiga Chak,Yes,Rare,Tendu Leaves,12.39,Moderate,Yes,Low,Partial,Partial,Good
Bhilapur,GP Pati,Jobat,Alirajpur,Yes,Boundary segment 6137,No,Khasra 113,Bhilapur,Yes,Rare,Mahua,7.79,Degraded,Yes,High,Partial,Partial,Poor
Mandla Pur,GP Niwas,Pali,Barwani,No,Boundary segment 6138,No,Khasra 378,Bhilapur,No,Quarterly,Multiple,45.77,Degraded,Yes,Low,Partial,Full,Moderate
Baiga Chak,GP Jobat,Jobat,Mandla,No,Boundary segment 6139,Yes,Khasra 130,Barwani Tola,No,Monthly,Bamboo,51.89,Moderate,Yes,Low,Partial,Partial,Moderate
Korku Pada,GP Bajag,Ghughri,Anuppur,No,Boundary segment 6140,Yes,Khasra 85,Alirajpur Falia,No,Monthly,Bamboo,67.45,Moderate,No,Low,Partial,Full,Moderate
Alirajpur Falia,GP Bajag,Ghughri,Alirajpur,No,Boundary segment 6141,Yes,Khasra 442,Mandla Pur,Yes,Monthly,Honey,57.09,Degraded,No,High,None,Partial,Good
Jhabua Kheda,GP Bajag,Bajag,Dindori,No,Boundary segment 6142,No,Khasra 81,Dindori Gaon,Yes,Monthly,Mahua,30.52,Moderate,Yes,High,None,Full,Poor
Mandla Pur,GP Niwas,Niwas,Mandla,Yes,Boundary segment 6143,Yes,Khasra 414,Mandla Pur,Yes,Rare,Bamboo,40.51,Degraded,No,Medium,Partial,Full,Poor
Mandla Pur,GP Jobat,Sendhwa,Barwani,Yes,Boundary segment 6144,No,Khasra 369,Alirajpur Falia,Yes,Monthly,Multiple,46.88,Degraded,No,High,None,Full,Poor
Gondwadi,GP Jobat,Sendhwa,Anuppur,Yes,Boundary segment 6145,No,Khasra 469,Baiga Chak,Yes,Rare,Tendu Leaves,78.67,Moderate,No,Low,None,None,Good
Alirajpur Falia,GP Pushparajgarh,Ghughri,Barwani,No,Boundary segment 6146,Yes,Khasra 420,Alirajpur Falia,No,Rare,Tendu Leaves,64.85,Degraded,Yes,Medium,Partial,Partial,Moderate
Barwani Tola,GP Pati,Sendhwa,Umaria,Yes,Boundary segment 6147,No,Khasra 327,Gondwadi,No,Quarterly,Multiple,16.56,Degraded,No,Low,None,None,Good
Baiga Chak,GP Bajag,Niwas,Umaria,No,Boundary segment 6148,No,Khasra 10,Barwani Tola,No,Rare,Bamboo,66.85,Good,No,High,Full,Partial,Good
Mandla Pur,GP Jobat,Pali,Dindori,Yes,Boundary segment 6149,No,Khasra 239,Sheopur Pada,Yes,Quarterly,Lac,12.85,Good,Yes,Low,Partial,Full,Good
Gondwadi,GP Pati,Pati,Barwani,Yes,Boundary segment 6150,No,Khasra 291,Jhabua Kheda,No,Monthly,Honey,45.86,Degraded,No,Low,Full,Full,Good
Korku Pada,GP Pati,Ghughri,Barwani,Yes,Boundary segment 6151,No,Khasra 384,Jhabua Kheda,Yes,Rare,Bamboo,33.79,Degraded,Yes,High,Partial,Full,Poor
Baiga Chak,GP Pati,Sendhwa,Barwani,Yes,Boundary segment 6152,No,Khasra 411,Barwani Tola,Yes,Monthly,Multiple,44,Moderate,Yes,Low,None,Partial,Poor
Barwani Tola,GP Pati,Sendhwa,Sheopur,Yes,Boundary segment 6153,Yes,Khasra 79,Jhabua Kheda,No,Monthly,Mahua,43.32,Degraded,Yes,High,None,Full,Moderate
Korku Pada,GP Jobat,Jobat,Dindori,Yes,Boundary segment 6154,No,Khasra 291,Dindori Gaon,Yes,Rare,Multiple,8.21,Moderate,Yes,High,None,Full,Poor
Gondwadi,GP Pati,Sendhwa,Mandla,Yes,Boundary segment 6155,No,Khasra 115,Alirajpur Falia,Yes,Quarterly,Honey,61.99,Moderate,Yes,Medium,Full,None,Good
Sheopur Pada,GP Jobat,Ghughri,Anuppur,Yes,Boundary segment 6156,No,Khasra 216,Gondwadi,Yes,Monthly,Multiple,75.48,Good,No,High,Full,Full,Poor
Korku Pada,GP Pati,Jobat,Barwani,Yes,Boundary segment 6157,No,Khasra 120,Korku Pada,Yes,Quarterly,Lac,77.2,Good,No,High,Full,None,Moderate
Dindori Gaon,GP Bajag,Niwas,Mandla,Yes,Boundary segment 6158,No,Khasra 203,Bhilapur,No,Monthly,Tendu Leaves,9.69,Degraded,Yes,Low,None,None,Moderate
Sheopur Pada,GP Jobat,Niwas,Dindori,No,Boundary segment 6159,Yes,Khasra 208,Mandla Pur,No,Quarterly,Mahua,28.08,Good,Yes,High,Full,Partial,Poor
Alirajpur Falia,GP Pati,Bajag,Dindori,Yes,Boundary segment 6160,Yes,Khasra 445,Barwani Tola,No,Quarterly,Lac,44.21,Good,No,Low,Full,Full,Moderate
Bhilapur,GP Bajag,Ghughri,Sheopur,Yes,Boundary segment 6161,Yes,Khasra 182,Korku Pada,No,Rare,Lac,60.61,Good,No,Medium,Partial,Full,Poor
Jhabua Kheda,GP Bajag,Ghughri,Dindori,Yes,Boundary segment 6162,No,Khasra 335,Bhilapur,Yes,Rare,Lac,33.12,Degraded,Yes,Low,Full,None,Moderate
Mandla Pur,GP Pushparajgarh,Jobat,Alirajpur,Yes,Boundary segment 6163,Yes,Khasra 387,Mandla Pur,Yes,Monthly,Honey,50.75,Moderate,No,High,Partial,Full,Good
Baiga Chak,GP Pati,Niwas,Jhabua,Yes,Boundary segment 6164,No,Khasra 24,Jhabua Kheda,Yes,Quarterly,Lac,51.57,Moderate,No,Low,Full,None,Poor
Dindori Gaon,GP Pati,Ghughri,Dindori,No,Boundary segment 6165,No,Khasra 180,Korku Pada,Yes,Rare,Tendu Leaves,78.48,Degraded,No,Low,Partial,Partial,Good
Bhilapur,GP Pushparajgarh,Pati,Barwani,No,Boundary segment 6166,No,Khasra 266,Gondwadi,No,Quarterly,Lac,62.93,Degraded,No,Low,Partial,None,Moderate
Mandla Pur,GP Bajag,Niwas,Mandla,No,Boundary segment 6167,Yes,Khasra 96,Bhilapur,No,Rare,Mahua,75.62,Degraded,Yes,Low,Full,None,Poor
Gondwadi,GP Bajag,Pati,Umaria,No,Boundary segment 6168,Yes,Khasra 100,Barwani Tola,Yes,Monthly,Bamboo,69.41,Moderate,No,Low,None,None,Moderate
Korku Pada,GP Pushparajgarh,Jobat,Alirajpur,Yes,Boundary segment 6169,Yes,Khasra 388,Sheopur Pada,Yes,Monthly,Tendu Leaves,2.94,Good,No,High,Partial,Full,Good
Baiga Chak,GP Jobat,Pati,Sheopur,No,Boundary segment 6170,No,Khasra 456,Alirajpur Falia,Yes,Rare,Bamboo,10.56,Moderate,No,High,Partial,Partial,Poor
Baiga Chak,GP Ghughri,Bajag,Barwani,Yes,Boundary segment 6171,Yes,Khasra 452,Bhilapur,No,Quarterly,Honey,11.74,Moderate,No,High,None,None,Moderate
Bhilapur,GP Bajag,Pati,Jhabua,Yes,Boundary segment 6172,No,Khasra 97,Mandla Pur,Yes,Monthly,Bamboo,49,Degraded,Yes,High,None,None,Moderate
Jhabua Kheda,GP Ghughri,Pati,Umaria,Yes,Boundary segment 6173,Yes,Khasra 247,Barwani Tola,Yes,Quarterly,Lac,63.82,Degraded,Yes,High,Partial,Full,Moderate
Bhilapur,GP Jobat,Sendhwa,Sheopur,Yes,Boundary segment 6174,No,Khasra 408,Mandla Pur,Yes,Monthly,Mahua,17.85,Degraded,No,Medium,Full,Partial,Moderate
Bhilapur,GP Pushparajgarh,Sendhwa,Jhabua,Yes,Boundary segment 6175,Yes,Khasra 71,Sheopur Pada,Yes,Rare,Bamboo,59.66,Moderate,No,Low,Partial,None,Good
Dindori Gaon,GP Pati,Jobat,Barwani,Yes,Boundary segment 6176,Yes,Khasra 163,Alirajpur Falia,Yes,Quarterly,Tendu Leaves,2.78,Good,No,Low,Full,Full,Moderate
Gondwadi,GP Ghughri,Pati,Mandla,Yes,Boundary segment 6177,No,Khasra 1,Barwani Tola,Yes,Monthly,Lac,12.04,Good,Yes,Medium,Partial,None,Poor
Sheopur Pada,GP Niwas,Ghughri,Jhabua,Yes,Boundary segment 6178,Yes,Khasra 212,Mandla Pur,No,Rare,Lac,34.79,Moderate,No,Medium,Full,None,Moderate
Jhabua Kheda,GP Niwas,Pati,Barwani,No,Boundary segment 6179,Yes,Khasra 224,Gondwadi,Yes,Monthly,Bamboo,1.6,Degraded,No,Medium,Partial,None,Good
Sheopur Pada,GP Bajag,Jobat,Mandla,No,Boundary segment 6180,Yes,Khasra 457,Jhabua Kheda,No,Rare,Mahua,79.54,Good,Yes,High,None,None,Poor
Mandla Pur,GP Pushparajgarh,Jobat,Alirajpur,No,Boundary segment 6181,No,Khasra 294,Bhilapur,No,Rare,Mahua,67.75,Good,Yes,High,Full,None,Moderate
Gondwadi,GP Pushparajgarh,Niwas,Jhabua,No,Boundary segment 6182,No,Khasra 68,Korku Pada,Yes,Monthly,Bamboo,74.22,Degraded,Yes,Medium,Partial,None,Poor
Barwani Tola,GP Niwas,Pali,Anuppur,Yes,Boundary segment 6183,Yes,Khasra 152,Sheopur Pada,No,Monthly,Bamboo,8.81,Good,No,Medium,Partial,Full,Poor
Alirajpur Falia,GP Pushparajgarh,Sendhwa,Alirajpur,No,Boundary segment 6184,Yes,Khasra 81,Alirajpur Falia,No,Monthly,Honey,25.13,Moderate,Yes,High,None,None,Good
Alirajpur Falia,GP Jobat,Jobat,Sheopur,No,Boundary segment 6185,Yes,Khasra 116,Gondwadi,Yes,Quarterly,Mahua,22.81,Degraded,No,Medium,Full,Full,Good
Dindori Gaon,GP Bajag,Jobat,Anuppur,No,Boundary segment 6186,Yes,Khasra 478,Baiga Chak,No,Quarterly,Honey,60.55,Degraded,No,High,Partial,Full,Moderate
Korku Pada,GP Niwas,Pali,Umaria,No,Boundary segment 6187,No,Khasra 274,Sheopur Pada,Yes,Rare,Bamboo,23.26,Degraded,No,High,None,None,Poor
Dindori Gaon,GP Bajag,Bajag,Alirajpur,Yes,Boundary segment 6188,No,Khasra 276,Mandla Pur,Yes,Monthly,Tendu Leaves,71.51,Moderate,Yes,Low,Partial,Full,Moderate
Bhilapur,GP Ghughri,Pati,Sheopur,Yes,Boundary segment 6189,No,Khasra 366,Bhilapur,Yes,Rare,Honey,20.57,Good,Yes,High,None,None,Moderate
Mandla Pur,GP Ghughri,Jobat,Dindori,No,Boundary segment 6190,Yes,Khasra 499,Dindori Gaon,No,Quarterly,Bamboo,49.38,Moderate,No,Low,None,Full,Moderate
Mandla Pur,GP Pushparajgarh,Pati,Jhabua,No,Boundary segment 6191,No,Khasra 31,Dindori Gaon,No,Monthly,Honey,51.22,Moderate,No,High,Partial,Partial,Poor
Korku Pada,GP Bajag,Niwas,Jhabua,No,Boundary segment 6192,No,Khasra 434,Barwani Tola,No,Quarterly,Tendu Leaves,57.48,Degraded,Yes,Low,Full,None,Moderate
Baiga Chak,GP Bajag,Sendhwa,Alirajpur,No,Boundary segment 6193,No,Khasra 459,Alirajpur Falia,Yes,Monthly,Honey,42.67,Degraded,Yes,High,None,None,Good
Alirajpur Falia,GP Bajag,Jobat,Dindori,No,Boundary segment 6194,Yes,Khasra 479,Korku Pada,No,Monthly,Bamboo,35.38,Moderate,No,Low,Full,Full,Moderate
Baiga Chak,GP Jobat,Pali,Mandla,No,Boundary segment 6195,No,Khasra 295,Dindori Gaon,No,Monthly,Tendu Leaves,18.3,Good,No,Low,Full,Partial,Poor
Sheopur Pada,GP Pati,Sendhwa,Anuppur,No,Boundary segment 6196,Yes,Khasra 378,Sheopur Pada,No,Rare,Honey,40.89,Degraded,Yes,High,Partial,Partial,Good
Dindori Gaon,GP Pushparajgarh,Pati,Jhabua,No,Boundary segment 6197,No,Khasra 417,Bhilapur,Yes,Rare,Multiple,40.09,Degraded,Yes,Low,None,None,Poor
Gondwadi,GP Pushparajgarh,Ghughri,Barwani,No,Boundary segment 6198,No,Khasra 91,Dindori Gaon,Yes,Monthly,Tendu Leaves,1.14,Good,No,Low,Partial,None,Poor
Bhilapur,GP Niwas,Bajag,Jhabua,Yes,Boundary segment 6199,No,Khasra 207,Baiga Chak,No,Rare,Lac,44.78,Good,No,Low,Full,Partial,Poor
Barwani Tola,GP Bajag,Pali,Anuppur,Yes,Boundary segment 6200,Yes,Khasra 277,Bhilapur,Yes,Rare,Lac,48.4,Degraded,Yes,Medium,Partial,None,Good
Baiga Chak,GP Ghughri,Sendhwa,Dindori,Yes,Boundary segment 6201,Yes,Khasra 46,Mandla Pur,No,Rare,Tendu Leaves,55.38,Good,Yes,Low,Full,Partial,Good
Mandla Pur,GP Pati,Ghughri,Alirajpur,Yes,Boundary segment 6202,No,Khasra 472,Dindori Gaon,No,Rare,Mahua,0.45,Degraded,No,Low,Partial,None,Moderate
Bhilapur,GP Bajag,Pali,Anuppur,Yes,Boundary segment 6203,No,Khasra 247,Korku Pada,Yes,Quarterly,Multiple,67.93,Degraded,No,Low,None,Full,Good
